bf_bugid,message,cluster_id,message_clean,key_word,key_phrase
CSCvh68313,"Sparrow: show environment works on P1B but fails on P2A prototypessparrow-oib platform sparrowInvoking ""show environment"" on P1B prototypes displays information but nothing on P2A prototypes.The old bug was CSCvg05543 (Sparrow: show env CLI does not show anything) that was Resolved on P1x revisions but is failing again on the P2A revisions.MissingMissingMissingMissingnobug",32,"['Sparrow:', 'show', 'environment', 'works', 'on', 'P1B', 'but', 'fails', 'on', 'P2A', 'prototypessparrow-oib', 'platform', 'sparrowInvoking', '""show', 'environment""', 'on', 'P1B', 'prototypes', 'displays', 'information', 'but', 'nothing', 'on', 'P2A', 'prototypes.The', 'old', 'bug', 'was', 'CSCvg05543', '(Sparrow:', 'show', 'env', 'CLI', 'does', 'not', 'show', 'anything)', 'that', 'was', 'Resolved', 'on', 'P1x', 'revisions', 'but', 'is', 'failing', 'again', 'on', 'the', 'P2A', 'revisions.MissingMissingMissingMissingnobug']","sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvh69503,Sparrow: Packets not dropped for QoS Priority Percentage when configured with interface bw 800 kbpssparrow-oib eft1 qosWhile executing QoS Priority Percent feature noticed that packets are not getting dropped when configured the interface bandwidth with 800 kbps. Expected is to drop packets on the pageant server when configured with the mentioned bandwidth. The same is working fine in Nagoya.MissingMissingMissingMissingnobug,43,"['Sparrow:', 'Packets', 'not', 'dropped', 'for', 'QoS', 'Priority', 'Percentage', 'when', 'configured', 'with', 'interface', 'bw', '800', 'kbpssparrow-oib', 'eft1', 'qosWhile', 'executing', 'QoS', 'Priority', 'Percent', 'feature', 'noticed', 'that', 'packets', 'are', 'not', 'getting', 'dropped', 'when', 'configured', 'the', 'interface', 'bandwidth', 'with', '800', 'kbps.', 'Expected', 'is', 'to', 'drop', 'packets', 'on', 'the', 'pageant', 'server', 'when', 'configured', 'with', 'the', 'mentioned', 'bandwidth.', 'The', 'same', 'is', 'working', 'fine', 'in', 'Nagoya.MissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvh79915,IR510:fan-mpl data-imax has wrong rangecoronado pi32m2 -OIBCGR1000_JAD194201UI(config)#fan-mpl domCGR1000_JAD194201UI(config)#fan-mpl domain 0CGR1000_JAD194201UI(config-mpl)#data-imax ?  <1-100000>  Enter a value between 1 and 100000  >>  It cannot be smaller than data-iminMissingMissingMissingMissingnobug,45,"['IR510:fan-mpl', 'data-imax', 'has', 'wrong', 'rangecoronado', 'pi32m2', '-OIBCGR1000_JAD194201UI(config)#fan-mpl', 'domCGR1000_JAD194201UI(config)#fan-mpl', 'domain', '0CGR1000_JAD194201UI(config-mpl)#data-imax', '?', '<1-100000>', 'Enter', 'a', 'value', 'between', '1', 'and', '100000', '>>', 'It', 'cannot', 'be', 'smaller', 'than', 'data-iminMissingMissingMissingMissingnobug']","wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvh99633,HA: EUI64 for HA will have 0x1000 tagcoronado pi32m2 -OIBHA: EUI64 for HA will have 0x1000 tagMissingMissingMissingMissingnobug,25,"['HA:', 'EUI64', 'for', 'HA', 'will', 'have', '0x1000', 'tagcoronado', 'pi32m2', '-OIBHA:', 'EUI64', 'for', 'HA', 'will', 'have', '0x1000', 'tagMissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvi09163,IR800: Resolve SA error for esw_mrvl_drv_api.cpi32m2Resolving static analysis warnings in esw_mrvl file esw_mrvl_drv_api.cMissingMissingMissingMissingnobug,25,"['IR800:', 'Resolve', 'SA', 'error', 'for', 'esw_mrvl_drv_api.cpi32m2Resolving', 'static', 'analysis', 'warnings', 'in', 'esw_mrvl', 'file', 'esw_mrvl_drv_api.cMissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvj28486,"Sparrow: SL Tag and PID need to be updated with new tagssparrow-oibUpdate the new SL PID and entitlement tag for sparrowProduct tagProduct NameDescriptionDisplay NameProduct VersionProduct TagIR1101Cisco 1101 Industrial Integrated Services RouterCisco 1101 Industrial ISR1.0regid.2018-04.com.cisco.IR1101,1.0_e40b8e7c-fd51-418c-a981-a49697dd08f5PIDs and associated Entitlement TagsPID NameEntitlement NameDescriptionDisplay NameEntitlement TagSL-IR1101-IPBIR1101_IPBaseCisco IP Base Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 IPBase Licenseregid.2018-04.com.cisco.IR1101_IPBase,1.0_80bef5da-1f20-4d27-98c7-4999f27316beSL-IR1101-APPIR1101_AppXCisco AppX Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 AppX Licenseregid.2018-04.com.cisco.IR1101_AppX,1.0_0efbeaaf-7b09-4d4b-9747-a11882cb8431SL-IR1101-SECIR1101_SecurityCisco Security Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 Security Licenseregid.2018-04.com.cisco.IR1101_Security,1.0_0716a05e-c44f-42dd-a1e0-34a25dd5817cSL-IR1101-SECNPEIR1101_Security_NPECisco Security No Payload Encryption Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 Security with No Payload Encryption Licenseregid.2018-04.com.cisco.IR1101_Security_NPE,1.0_0010d36d-5fe4-4645-934d-650f8e50e073SL-IR1101-NEIR1101_Network_EssentialsCisco IP Base Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 Network Essentialsregid.2018-04.com.cisco.IR1101_Network_Essentials,1.0_95814bcc-8788-4546-9dc1-524953f68cbcSL-IR1101-NAIR1101_Network_AdvantageCisco IP Base Smart License for Cisco IR1101 Industrial Integrated Services RouterCisco IR1101 Network Advantageregid.2018-04.com.cisco.IR1101_Network_Advantage,1.0_d2087fd8-364a-4ef3-bbaf-66111de3684bMissingMissingMissingMissingnobug",25,"['Sparrow:', 'SL', 'Tag', 'and', 'PID', 'need', 'to', 'be', 'updated', 'with', 'new', 'tagssparrow-oibUpdate', 'the', 'new', 'SL', 'PID', 'and', 'entitlement', 'tag', 'for', 'sparrowProduct', 'tagProduct', 'NameDescriptionDisplay', 'NameProduct', 'VersionProduct', 'TagIR1101Cisco', '1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', '1101', 'Industrial', 'ISR1.0regid.2018-04.com.cisco.IR1101,1.0_e40b8e7c-fd51-418c-a981-a49697dd08f5PIDs', 'and', 'associated', 'Entitlement', 'TagsPID', 'NameEntitlement', 'NameDescriptionDisplay', 'NameEntitlement', 'TagSL-IR1101-IPBIR1101_IPBaseCisco', 'IP', 'Base', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'IPBase', 'Licenseregid.2018-04.com.cisco.IR1101_IPBase,1.0_80bef5da-1f20-4d27-98c7-4999f27316beSL-IR1101-APPIR1101_AppXCisco', 'AppX', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'AppX', 'Licenseregid.2018-04.com.cisco.IR1101_AppX,1.0_0efbeaaf-7b09-4d4b-9747-a11882cb8431SL-IR1101-SECIR1101_SecurityCisco', 'Security', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'Security', 'Licenseregid.2018-04.com.cisco.IR1101_Security,1.0_0716a05e-c44f-42dd-a1e0-34a25dd5817cSL-IR1101-SECNPEIR1101_Security_NPECisco', 'Security', 'No', 'Payload', 'Encryption', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'Security', 'with', 'No', 'Payload', 'Encryption', 'Licenseregid.2018-04.com.cisco.IR1101_Security_NPE,1.0_0010d36d-5fe4-4645-934d-650f8e50e073SL-IR1101-NEIR1101_Network_EssentialsCisco', 'IP', 'Base', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'Network', 'Essentialsregid.2018-04.com.cisco.IR1101_Network_Essentials,1.0_95814bcc-8788-4546-9dc1-524953f68cbcSL-IR1101-NAIR1101_Network_AdvantageCisco', 'IP', 'Base', 'Smart', 'License', 'for', 'Cisco', 'IR1101', 'Industrial', 'Integrated', 'Services', 'RouterCisco', 'IR1101', 'Network', 'Advantageregid.2018-04.com.cisco.IR1101_Network_Advantage,1.0_d2087fd8-364a-4ef3-bbaf-66111de3684bMissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
CSCvj31788,sparrow platform CPP datapath - BINOS and IOSd Code change for sparrowsparrow-datapathsparrow platform CPP datapath - BINOS and IOSd Code change for sparrowMissingMissingMissingMissingnobug,32,"['sparrow', 'platform', 'CPP', 'datapath', '-', 'BINOS', 'and', 'IOSd', 'Code', 'change', 'for', 'sparrowsparrow-datapathsparrow', 'platform', 'CPP', 'datapath', '-', 'BINOS', 'and', 'IOSd', 'Code', 'change', 'for', 'sparrowMissingMissingMissingMissingnobug']","sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvj33904,[Warbler] Upgrade Glibc library to 2.27MissingGlibc library is outdated. Upgrade glibc to 2.27 for security reasons.MissingMissingMissingMissingnobug,0,"['[Warbler]', 'Upgrade', 'Glibc', 'library', 'to', '2.27MissingGlibc', 'library', 'is', 'outdated.', 'Upgrade', 'glibc', 'to', '2.27', 'for', 'security', 'reasons.MissingMissingMissingMissingnobug']","collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvj47954,"Petra: CIP Time sync is unable to set RA_Petra to boundary modepetra , petra-NOOIB , s5800 xe1610-feat , petra-cip xe1610-featCisco - has two profiles : default and power Each profle for Cisco has different commands for Boundary mode : #ptp mode boundary delay-req and #ptp mode boundary pdelay-req . RA : has onely 1 profile : default It has a diffrent CLI for Boundary mode than cisco #ptp mode boundary CIP is unable to change the mode to boundary mode for RA Petra.MissingMissingMissingMissingnobug",43,"['Petra:', 'CIP', 'Time', 'sync', 'is', 'unable', 'to', 'set', 'RA_Petra', 'to', 'boundary', 'modepetra', ',', 'petra-NOOIB', ',', 's5800', 'xe1610-feat', ',', 'petra-cip', 'xe1610-featCisco', '-', 'has', 'two', 'profiles', ':', 'default', 'and', 'power', 'Each', 'profle', 'for', 'Cisco', 'has', 'different', 'commands', 'for', 'Boundary', 'mode', ':', '#ptp', 'mode', 'boundary', 'delay-req', 'and', '#ptp', 'mode', 'boundary', 'pdelay-req', '.', 'RA', ':', 'has', 'onely', '1', 'profile', ':', 'default', 'It', 'has', 'a', 'diffrent', 'CLI', 'for', 'Boundary', 'mode', 'than', 'cisco', '#ptp', 'mode', 'boundary', 'CIP', 'is', 'unable', 'to', 'change', 'the', 'mode', 'to', 'boundary', 'mode', 'for', 'RA', 'Petra.MissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCvj63690,"PETRA SYNC: Sync commands check for ""moncfg"" in flash: when sync from flash to sdflash or vice-versapetra-nooibWhile doing Sync from flash to sdflash, the device looks from ""moncfg"" folder in ""flash:"". The ""moncfg"" folder is present in ""var"" directory, not in ""flash:"" for polarisSimilarly, while syncing from ""sdflash"" to flash the ""moncfg"" should not be copied to ""flash"", it should be copied to ""var:""LOG-============================-Switch#sync flash: sdflash:BOOT Image: flash:petra-universalk9.BLD_POLARIS_DEV_LATEST_20180513_170224.SSA.binVerifying src IOS-image : [OK]Verifying dst IOS-image file : [OK]Verifying src nvram_config : [OK]Verifying dst nvram_config file : [OK]Verifying src cfg.dat :%Error opening flash:moncfg/cfg.dat (No such file or directory)SKIPPEDVerifying dst cfg.dat file : [OK]-============================-MissingMissingMissingMissingnobug",9,"['PETRA', 'SYNC:', 'Sync', 'commands', 'check', 'for', '""moncfg""', 'in', 'flash:', 'when', 'sync', 'from', 'flash', 'to', 'sdflash', 'or', 'vice-versapetra-nooibWhile', 'doing', 'Sync', 'from', 'flash', 'to', 'sdflash,', 'the', 'device', 'looks', 'from', '""moncfg""', 'folder', 'in', '""flash:"".', 'The', '""moncfg""', 'folder', 'is', 'present', 'in', '""var""', 'directory,', 'not', 'in', '""flash:""', 'for', 'polarisSimilarly,', 'while', 'syncing', 'from', '""sdflash""', 'to', 'flash', 'the', '""moncfg""', 'should', 'not', 'be', 'copied', 'to', '""flash"",', 'it', 'should', 'be', 'copied', 'to', '""var:""LOG-============================-Switch#sync', 'flash:', 'sdflash:BOOT', 'Image:', 'flash:petra-universalk9.BLD_POLARIS_DEV_LATEST_20180513_170224.SSA.binVerifying', 'src', 'IOS-image', ':', '[OK]Verifying', 'dst', 'IOS-image', 'file', ':', '[OK]Verifying', 'src', 'nvram_config', ':', '[OK]Verifying', 'dst', 'nvram_config', 'file', ':', '[OK]Verifying', 'src', 'cfg.dat', ':%Error', 'opening', 'flash:moncfg/cfg.dat', '(No', 'such', 'file', 'or', 'directory)SKIPPEDVerifying', 'dst', 'cfg.dat', 'file', ':', '[OK]-============================-MissingMissingMissingMissingnobug']","http://www.cisco.com/techsupportCopyright,file,DM",read arbitrary file leverage download;os windows file share enable;denial service file corruption allow;;
CSCvj72143,"observing the message ""cfg_cwrp_time_src_ntp_ptp, time_source is not set"" while doing link flapMissingDuring the time-source initialization, the default type: NONE is set. So whenever the interface is flapped, it should be synced with the time-source set previously. If the time-source is NONE, then the interface flap should return without proceeding any action further.At this time, there is a debug trace added in the code. This should be avoided.MissingMissingMissingMissingnobug",33,"['observing', 'the', 'message', '""cfg_cwrp_time_src_ntp_ptp,', 'time_source', 'is', 'not', 'set""', 'while', 'doing', 'link', 'flapMissingDuring', 'the', 'time-source', 'initialization,', 'the', 'default', 'type:', 'NONE', 'is', 'set.', 'So', 'whenever', 'the', 'interface', 'is', 'flapped,', 'it', 'should', 'be', 'synced', 'with', 'the', 'time-source', 'set', 'previously.', 'If', 'the', 'time-source', 'is', 'NONE,', 'then', 'the', 'interface', 'flap', 'should', 'return', 'without', 'proceeding', 'any', 'action', 'further.At', 'this', 'time,', 'there', 'is', 'a', 'debug', 'trace', 'added', 'in', 'the', 'code.', 'This', 'should', 'be', 'avoided.MissingMissingMissingMissingnobug']","sdflash:fwlogfileMicrocode,0;,CSCuw86678#artg-reg-hcl",
CSCvj73439,sparrow platform SMU supportsparrow-datapathsparrow platform SMU supportMissingMissingMissingMissingnobug,32,"['sparrow', 'platform', 'SMU', 'supportsparrow-datapathsparrow', 'platform', 'SMU', 'supportMissingMissingMissingMissingnobug']","sparrow,support,,platform",sparrow sweep ping;sparrow show platform;sparrow rommon boot;sparrow clear imix;sparrow verify bootflash;igma neededadded support run igma;build sync support url cisco;mode hardware support uut dyip;fc technical support url cisco;type url support url http;sparrow show platform field slot;intf sparrow platform show traceback;sparrow show platform integrity data;;message show platform id nooib
CSCvj73721, IR809 to recognize new spi parts-Macronix and ISSIpi33 --nooibBalboa to recognize new SPI flash parts from Macronix (MX25V1635FM1l) and ISSI (IS25LP016D-JNLE)vendor.MissingMissingMissingMissingnobug,0,"['IR809', 'to', 'recognize', 'new', 'spi', 'parts-Macronix', 'and', 'ISSIpi33', '--nooibBalboa', 'to', 'recognize', 'new', 'SPI', 'flash', 'parts', 'from', 'Macronix', '(MX25V1635FM1l)', 'and', 'ISSI', '(IS25LP016D-JNLE)vendor.MissingMissingMissingMissingnobug']","collapse,t_base_6Missingthis,t_base_6.MissingMissingMissingMissingnobug",collapse iot_pi t_base_;collapse iot_pi t_base_;
CSCvk06151,"Sparrow:  %PRELIB_DL-3-UNREGISTERED_DLOPEN cmandsparrow-datapath*Mar 10 21:11:13.716: %LINK-3-UPDOWN: Interface Lsmpi0, changed state to up*Mar 10 21:11:13.718: %LINK-3-UPDOWN: Interface EOBC0, changed state to up*Mar 10 21:11:13.719: %LINK-3-UPDOWN: Interface LIIN0, changed state to up*Mar 10 21:11:13.844: %SMART_LIC-6-HA_ROLE_CHANGED: Smart Agent HA role changed to Active.*Mar 10 21:11:14.048: %ONEP_BASE-6-SS_ENABLED: ONEP: Service set Base was enabled by Default*Mar 10 21:10:14.203: %PMAN-3-PROCFAIL_IGNORE: R0/0: pvp: All process exits and failures are being ignored due to debug settings. Normal router functionality will be affected. Critical router functions like RP switchover, router reload, FRU resets, etc. may not function properly.*Mar 10 21:10:21.666: %PRELIB_DL-3-UNREGISTERED_DLOPEN: R0/0: cmand: Unregistered request to dlopen library liborchestrator_lib.so -Traceback= 1#5ecfd7c6ab68f5250a2ea72425c31950   errmsg:7F855D2000+17E4 prelib:7F85F2E000+6934 luajit:7F8251E000+BD04 luajit:7F8251E000+3301C luajit:7F8251E000+65130 luajit:7F8251E000+1E350 orchestrator_lib:7F83168000+B5EC orchestrator_lib:7F83168000+16760 orchestrator_lib:7F83168000+165D4 :400000+9C270 :400000+DA178 :400000+D8110 c:7F82064000+1FA28 :400000+40FD8*Mar 10 21:10:21.666: %SERDES-5-SERDES_NOTICE: R0/0: cmand: from FRU R0:0 in SPARROW, Cannot add PCB part# 0x49498401 and initialize Serdes for slot F0. Please verify EEPROM, firmware, and hardware.*Mar 10 21:10:30.417: %PMAN-3-PROCFAIL_IGNORE: R0/0: pvp: All process exits and failures are being ignored due to debug settings. Normal router functionality will be affected. Critical router functions like RP switchover, router reload, FRU resets, etc. may not function properly.*Mar 10 21:10:31.682: %PMAN-3-PROCFAIL_IGNORE: R0/0: pvp: All process exits and failures are being ignored due to debug settings. Normal router functionality will be affected. Critical router functions like RP switchover, router reload, FRU resets, etc. may not function properly.MissingMissingMissingMissingnobug",28,"['Sparrow:', '%PRELIB_DL-3-UNREGISTERED_DLOPEN', 'cmandsparrow-datapath*Mar', '10', '21:11:13.716:', '%LINK-3-UPDOWN:', 'Interface', 'Lsmpi0,', 'changed', 'state', 'to', 'up*Mar', '10', '21:11:13.718:', '%LINK-3-UPDOWN:', 'Interface', 'EOBC0,', 'changed', 'state', 'to', 'up*Mar', '10', '21:11:13.719:', '%LINK-3-UPDOWN:', 'Interface', 'LIIN0,', 'changed', 'state', 'to', 'up*Mar', '10', '21:11:13.844:', '%SMART_LIC-6-HA_ROLE_CHANGED:', 'Smart', 'Agent', 'HA', 'role', 'changed', 'to', 'Active.*Mar', '10', '21:11:14.048:', '%ONEP_BASE-6-SS_ENABLED:', 'ONEP:', 'Service', 'set', 'Base', 'was', 'enabled', 'by', 'Default*Mar', '10', '21:10:14.203:', '%PMAN-3-PROCFAIL_IGNORE:', 'R0/0:', 'pvp:', 'All', 'process', 'exits', 'and', 'failures', 'are', 'being', 'ignored', 'due', 'to', 'debug', 'settings.', 'Normal', 'router', 'functionality', 'will', 'be', 'affected.', 'Critical', 'router', 'functions', 'like', 'RP', 'switchover,', 'router', 'reload,', 'FRU', 'resets,', 'etc.', 'may', 'not', 'function', 'properly.*Mar', '10', '21:10:21.666:', '%PRELIB_DL-3-UNREGISTERED_DLOPEN:', 'R0/0:', 'cmand:', 'Unregistered', 'request', 'to', 'dlopen', 'library', 'liborchestrator_lib.so', '-Traceback=', '1#5ecfd7c6ab68f5250a2ea72425c31950', 'errmsg:7F855D2000+17E4', 'prelib:7F85F2E000+6934', 'luajit:7F8251E000+BD04', 'luajit:7F8251E000+3301C', 'luajit:7F8251E000+65130', 'luajit:7F8251E000+1E350', 'orchestrator_lib:7F83168000+B5EC', 'orchestrator_lib:7F83168000+16760', 'orchestrator_lib:7F83168000+165D4', ':400000+9C270', ':400000+DA178', ':400000+D8110', 'c:7F82064000+1FA28', ':400000+40FD8*Mar', '10', '21:10:21.666:', '%SERDES-5-SERDES_NOTICE:', 'R0/0:', 'cmand:', 'from', 'FRU', 'R0:0', 'in', 'SPARROW,', 'Cannot', 'add', 'PCB', 'part#', '0x49498401', 'and', 'initialize', 'Serdes', 'for', 'slot', 'F0.', 'Please', 'verify', 'EEPROM,', 'firmware,', 'and', 'hardware.*Mar', '10', '21:10:30.417:', '%PMAN-3-PROCFAIL_IGNORE:', 'R0/0:', 'pvp:', 'All', 'process', 'exits', 'and', 'failures', 'are', 'being', 'ignored', 'due', 'to', 'debug', 'settings.', 'Normal', 'router', 'functionality', 'will', 'be', 'affected.', 'Critical', 'router', 'functions', 'like', 'RP', 'switchover,', 'router', 'reload,', 'FRU', 'resets,', 'etc.', 'may', 'not', 'function', 'properly.*Mar', '10', '21:10:31.682:', '%PMAN-3-PROCFAIL_IGNORE:', 'R0/0:', 'pvp:', 'All', 'process', 'exits', 'and', 'failures', 'are', 'being', 'ignored', 'due', 'to', 'debug', 'settings.', 'Normal', 'router', 'functionality', 'will', 'be', 'affected.', 'Critical', 'router', 'functions', 'like', 'RP', 'switchover,', 'router', 'reload,', 'FRU', 'resets,', 'etc.', 'may', 'not', 'function', 'properly.MissingMissingMissingMissingnobug']","seen,offset,device",accuracy unknown offset log variance;ntp ptp offset mean path;high range offset around ns;could see offset sreference bug;byte confidentiality offset work fine;info ptp device type time;connect petra device offset mean;eds show device port instead;correction debug device show passive;traceback see device give value
CSCvk11409,"Incorrect TTY Line statessparrow-datapathNewly added TTY line states in ""show interface async"" CLI command doesn't report the correct line states.MissingMissingMissingMissingnobug",12,"['Incorrect', 'TTY', 'Line', 'statessparrow-datapathNewly', 'added', 'TTY', 'line', 'states', 'in', '""show', 'interface', 'async""', 'CLI', 'command', ""doesn't"", 'report', 'the', 'correct', 'line', 'states.MissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvk17134,"GPS not acquiring during -40C cold start test-NOOIBSystem was soaked at -40C for 4hrs and then turned ON. Modem connects to Base Station and runs traffic, but GPS remains in acquiring state.If temperature is ramped up, GPS acquires at around -10C chamber temperature.MissingMissingMissingMissingnobug",25,"['GPS', 'not', 'acquiring', 'during', '-40C', 'cold', 'start', 'test-NOOIBSystem', 'was', 'soaked', 'at', '-40C', 'for', '4hrs', 'and', 'then', 'turned', 'ON.', 'Modem', 'connects', 'to', 'Base', 'Station', 'and', 'runs', 'traffic,', 'but', 'GPS', 'remains', 'in', 'acquiring', 'state.If', 'temperature', 'is', 'ramped', 'up,', 'GPS', 'acquires', 'at', 'around', '-10C', 'chamber', 'temperature.MissingMissingMissingMissingnobug']","pid=,-Process=,ipl=",
